description,budget,average_cast_pop,genre,director,success_label
"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times. [{'id': 2504, 'name': 'world war i'}, {'id': 6091, 'name': 'war'}, {'id': 14641, 'name': 'based on memoir or autobiography'}]",0,0.0,History,James Kent,flop
"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer. [{'id': 445, 'name': 'pornography'}, {'id': 5446, 'name': 'observer'}, {'id': 12670, 'name': 'los angeles'}, {'id': 217324, 'name': 'murder hunt'}]",50000000,0.0,Drama,Brian De Palma,average
"Many people assume that life does not end after death. Not Dr. Tyrsa, practical and skeptical man, who never believed in this nonsense. However, thanks to the bowling accident, he finds himself in a desert land with people like him not belonging to this world yet not accepted into the other. Now Dr. Tyrsa realizes that the life he used to live was not so bad, and he's got something worth returning to. [{'id': 187056, 'name': 'woman director'}]",1000000,0.0,Comedy,Karen Oganesyan,flop
"A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem. [{'id': 236, 'name': 'suicide'}, {'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 1366, 'name': 'shotgun'}, {'id': 1946, 'name': 'restaurant'}, {'id': 2483, 'name': 'nudity'}, {'id': 2669, 'name': 'motel'}, {'id': 3306, 'name': 'highway'}, {'id': 6149, 'name': 'police'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9826, 'name': 'murder'}, {'id': 9935, 'name': 'travel'}, {'id': 10292, 'name': 'gore'}, {'id': 10714, 'name': 'serial killer'}, {'id': 10726, 'name': 'gang'}, {'id': 11221, 'name': 'blood'}, {'id': 12339, 'name': 'slasher'}, {'id': 13006, 'name': 'torture'}, {'id': 14541, 'name': 'crash'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14819, 'name': 'violence'}, {'id': 17953, 'name': 'country'}, {'id': 155781, 'name': 'trailer'}, {'id': 177673, 'name': 'wrecking yard'}, {'id': 180738, 'name': 'kiddnapping'}, {'id': 181620, 'name': 'tracking device'}, {'id': 214984, 'name': 'person in car trunk'}]",2900000,0.0,Horror,Ryûhei Kitamura,flop
"Short-listed as one of the 15 best documentaries of the year, Mugabe And The White African is the story of one family's astonishing bravery as they fight to protect their property, their livelihood and their country. Mike Campbell is one of the few white farmers left in Zimbabwe since its leader, Robert Mugabe, enacted his disastrous land redistribution program. Once the breadbasket of Africa, Zimbabwe has since spiraled into chaos, the economy decimated as farms given to Mugabe cronies are run into ruin. After enduring years of intimidation and threats, Campbell decides to take action. Unable to call upon help from his country's authorities, he challenges Mugabe before an international court. [{'id': 187056, 'name': 'woman director'}]",0,0.0,Documentary,Lucy Bailey,flop
"An aging agent is called back by ""the Company"" to run a hostage trade of a Soviet spy for an American agent. [{'id': 591, 'name': 'cia'}, {'id': 1562, 'name': 'hostage'}, {'id': 1657, 'name': 'eastern germany'}, {'id': 2139, 'name': 'russia'}]",0,0.0,Action,Nicholas Meyer,flop
"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself as Harry Angel goes on a supernatural journey into his soul. [{'id': 531, 'name': 'southern usa'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 2411, 'name': 'new orleans'}, {'id': 2835, 'name': 'neurosis'}, {'id': 2860, 'name': 'heart'}, {'id': 3177, 'name': 'fan'}, {'id': 3179, 'name': 'sanatorium'}, {'id': 5160, 'name': 'aggression by animal'}, {'id': 10629, 'name': 'vision'}, {'id': 11221, 'name': 'blood'}, {'id': 14765, 'name': 'church'}, {'id': 14964, 'name': 'drug'}, {'id': 15001, 'name': 'demon'}, {'id': 33841, 'name': 'incest'}]",17000000,0.0,Horror,Alan Parker,below average
"Contemporary Moscow. Danya, a struggling actor, has just lost his girlfriend. His troubles soon multiply when his younger brother Dima shows up at his apartment with a friend who has a bullet in his stomach. [{'id': 2139, 'name': 'russia'}, {'id': 14536, 'name': 'crime'}, {'id': 186450, 'name': 'moscow'}]",0,0.0,Comedy,Dmitriy Suvorov,flop
"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general. [{'id': 417, 'name': 'corruption'}, {'id': 591, 'name': 'cia'}]",29000000,0.0,Action,Robert Rodriguez,above average
"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed! [{'id': 1480, 'name': 'baseball'}, {'id': 6075, 'name': 'sport'}, {'id': 15246, 'name': 'sabotage'}, {'id': 167875, 'name': 'sombrero'}, {'id': 167876, 'name': 'baseball field'}, {'id': 167877, 'name': 'hard hat'}, {'id': 167882, 'name': 'professional sports'}, {'id': 167884, 'name': 'comic strip'}, {'id': 167888, 'name': 'hot dog'}, {'id': 167889, 'name': 'short sighted'}, {'id': 167890, 'name': 'voodoo ritual'}, {'id': 191222, 'name': 'the big game'}]",11000000,0.0,Comedy,David S. Ward,average
"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections. [{'id': 10183, 'name': 'independent film'}]",2000000,0.0,Comedy,Steven Soderbergh,flop
"SONG Soo-jung is a producer going on her third year at a small company. Her specialty is human interest stories. She is driven to produce these shallow stories for the sake of her ambition of one day becoming Korea’s own Oprah Winfrey. However, she is reaching the end of what’s left of her pride. One day, after months of not getting paid, she leaves her office with the company camera to produce a story on a lion apparently refusing to eat its meal. On her way, however, she comes across a robber, but she is saved somehow by Superman in a Hawaiian shirt. “Superman” claims he’s unable to tap into his supernatural powers as the bad guys have placed kryptonite inside his head. However, he doesn’t let that get in his way from helping others, from saving the world from global warming to saving a lost puppy. ",0,0.0,Comedy,Chung Yoon-chul,flop
"A young man who escaped the clutches of a murderous hitch-hiker is subsequently stalked, framed for the hitcher's crimes, and has his life made into hell by the same man he escaped. [{'id': 720, 'name': 'helicopter'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1734, 'name': 'cop-killer'}, {'id': 2340, 'name': 'paranoia'}, {'id': 3306, 'name': 'highway'}, {'id': 4426, 'name': 'sadism'}, {'id': 4944, 'name': 'route 66'}, {'id': 9844, 'name': 'car crash'}, {'id': 9937, 'name': 'suspense'}, {'id': 11546, 'name': 'hitchhiker'}, {'id': 14783, 'name': 'false accusations'}, {'id': 167043, 'name': 'road movie'}]",6000000,0.0,Action,Robert Harmon,flop
"Jane Marple solves the mystery when a local woman is poisoned and a visiting movie star seems to have been the intended victim. [{'id': 703, 'name': 'detective'}, {'id': 34079, 'name': 'death'}, {'id': 162262, 'name': 'movie star'}, {'id': 207046, 'name': 'murder mystery'}]",0,0.0,Crime,Guy Hamilton,below average
"When brash Texas border officer Mike Norton (Barry Pepper) wrongfully kills and buries the friend and ranch hand of Pete Perkins (Tommy Lee Jones), the latter is reminded of a promise he made to bury his friend, Melquiades Estrada (Julio Cesar Cedillo), in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico. As Estrada's body begins to rot, Norton begins to unravel, but Perkins remains determined to honor his vow. [{'id': 2296, 'name': 'border patrol'}, {'id': 5616, 'name': 'united states–mexico barrier'}, {'id': 6044, 'name': 'promise'}, {'id': 18034, 'name': 'desert'}]",15000000,0.0,Adventure,Tommy Lee Jones,below average
"A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon. [{'id': 3298, 'name': 'hallucination'}, {'id': 6152, 'name': 'supernatural'}, {'id': 46951, 'name': 'mirror'}, {'id': 161198, 'name': 'skepticism'}, {'id': 162846, 'name': 'ghost'}]",5000000,0.0,Horror,Mike Flanagan,average
"Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives. [{'id': 316, 'name': 'chess'}, {'id': 1009, 'name': 'baby'}, {'id': 1502, 'name': 'marshal'}, {'id': 2393, 'name': 'adoption'}, {'id': 6044, 'name': 'promise'}, {'id': 9503, 'name': 'outlaw'}, {'id': 17985, 'name': 'birth'}, {'id': 18034, 'name': 'desert'}, {'id': 33631, 'name': 'hymn'}, {'id': 41589, 'name': 'dying'}, {'id': 44443, 'name': 'eating'}, {'id': 160799, 'name': 'posse'}]",1243000,0.0,Action,John Ford,flop
"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops. [{'id': 417, 'name': 'corruption'}, {'id': 3692, 'name': 'scandal'}, {'id': 4918, 'name': 'shadowing'}, {'id': 6149, 'name': 'police'}]",50000000,0.0,Action,Andrzej Bartkowiak,above average
"After he accidentally kills his father, Mike, during a sting, Joe tries to carry out Mike's dying wish by recovering valuables that Mike's twin brother Lou stole from him years earlier. But Uncle Lou is also a confidence artist, and Joe is soon drawn into his increasingly dangerous schemes. [{'id': 9826, 'name': 'murder'}, {'id': 15015, 'name': 'dying wish'}, {'id': 15016, 'name': 'twins'}, {'id': 15017, 'name': 'danger'}, {'id': 207268, 'name': 'neo-noir'}]",10000000,0.0,Crime,Christopher Coppola,flop
"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner. [{'id': 9468, 'name': 'liar'}, {'id': 11204, 'name': 'literary agent'}]",40000000,0.0,Drama,Brian Robbins,below average
"A beautiful young woman starts receiving messages through a ouija board, claiming to be from the former occupant of her apartment. The former tenant claims she's been murdered, but there's no record of a murder or even her death. [{'id': 68646, 'name': 'supernatural being'}, {'id': 205376, 'name': 'haunted apartment'}]",0,0.0,Mystery,Kevin Tenney,flop
"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters. [{'id': 1405, 'name': 'roman empire'}, {'id': 2280, 'name': 'emperor'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 8659, 'name': 'western roman empire'}, {'id': 14704, 'name': 'ancient world'}, {'id': 194576, 'name': 'julius caesar'}]",67000000,0.0,Action,Doug Lefler,average
"The relationship between a middle-aged man (Andy Lau) and the elderly woman (Deanie Ip), who has been the family's helper for sixty years. [{'id': 187056, 'name': 'woman director'}]",0,0.0,Drama,Ann Hui,flop
"Untangling the web of cultural and historical ties underlying Japan's deep fascination with insects. [{'id': 233, 'name': 'japan'}, {'id': 187056, 'name': 'woman director'}, {'id': 192942, 'name': 'insects'}]",0,0.0,Documentary,Jessica Oreck,flop
"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema. ",0,0.0,Romance,Bruce LaBruce,flop
"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple. [{'id': 911, 'name': 'exotic island'}, {'id': 1318, 'name': 'blacksmith'}, {'id': 1319, 'name': 'east india trading company'}, {'id': 1321, 'name': 'gold'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1860, 'name': 'mutiny'}, {'id': 3266, 'name': 'jamaica'}, {'id': 4062, 'name': 'skeleton'}, {'id': 5600, 'name': 'daughter'}, {'id': 5744, 'name': 'governor'}, {'id': 11086, 'name': 'wooden eye'}, {'id': 11087, 'name': 'gold coin'}, {'id': 12988, 'name': 'pirate'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 167861, 'name': 'caribbean'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 185200, 'name': 'pirate ship'}, {'id': 235625, 'name': 'capuchin monkey'}, {'id': 235626, 'name': 'tortuga'}]",140000000,0.0,Adventure,Gore Verbinski,blockbuster
"Two crooks with a fondness for old Hollywood B-movies convince a languages student to help them commit a robbery. [{'id': 642, 'name': 'robbery'}, {'id': 2966, 'name': 'louvre'}, {'id': 7439, 'name': 'woman between two men'}, {'id': 7972, 'name': 'bastille'}, {'id': 155518, 'name': 'nouvelle vague'}]",120000,0.0,Crime,Jean-Luc Godard,flop
"Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning. [{'id': 793, 'name': 'drowning'}, {'id': 1889, 'name': 'lake'}, {'id': 3623, 'name': 'cabin'}, {'id': 6158, 'name': 'cult'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 11663, 'name': 'camp'}, {'id': 12339, 'name': 'slasher'}, {'id': 13073, 'name': 'fear'}, {'id': 13088, 'name': 'summer'}, {'id': 13130, 'name': 'teenager'}, {'id': 14805, 'name': 'maniac'}, {'id': 15227, 'name': 'counselor'}, {'id': 33513, 'name': 'desire'}, {'id': 155627, 'name': 'axe in the head'}]",550000,0.0,Horror,Sean S. Cunningham,above average
"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core. [{'id': 5918, 'name': 'painting'}, {'id': 198318, 'name': 'auctioneer'}, {'id': 201385, 'name': 'confidence game'}, {'id': 220933, 'name': 'fine art'}, {'id': 221810, 'name': 'honey pot'}]",13500000,0.0,Drama,Giuseppe Tornatore,below average
"A story set in 19th century China and centered on the lifelong friendship between two girls who develop their own secret code as a way to contend with the rigid cultural norms imposed on women. [{'id': 3177, 'name': 'fan'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",134005,0.0,Drama,Wayne Wang,flop
"A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong. [{'id': 1930, 'name': 'kidnapping'}, {'id': 9727, 'name': 'thief'}, {'id': 13130, 'name': 'teenager'}, {'id': 14819, 'name': 'violence'}, {'id': 15365, 'name': 'held captive'}, {'id': 33768, 'name': 'blind'}, {'id': 41409, 'name': 'break in'}, {'id': 207556, 'name': 'blind man'}, {'id': 212425, 'name': 'trapped in a house'}]",9900000,0.0,Crime,Fede Alvarez,hit
"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast! [{'id': 630, 'name': 'dolphin'}, {'id': 6732, 'name': 'mascot'}, {'id': 155790, 'name': 'private detective'}, {'id': 208152, 'name': 'pets'}]",15000000,0.0,Comedy,Tom Shadyac,hit
"Veronica is a white-bread beauty searching for a good man in Los Angeles. While slam dancing at a Halloween rave, she meets Abel, a sensitive poet. Then she meets Zed, a supersexy tattooed drummer with incredible biceps. Who will she choose? Does she go for true love or cheap sex? She can't decide so she chooses both. But after managing to nurture a picture-perfect threesome, along comes Ernest, a rich movie director with deep baby blues that sweep Veronica off her feet. What's a girl to do now? [{'id': 3190, 'name': 'menage a trois'}]",0,0.0,Comedy,Gregg Araki,flop
"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out. [{'id': 1950, 'name': 'vororte'}, {'id': 4553, 'name': 'black humor'}, {'id': 8201, 'name': 'satire'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10292, 'name': 'gore'}, {'id': 11181, 'name': 'decapitation'}, {'id': 11931, 'name': 'spoof'}, {'id': 12377, 'name': 'zombie'}, {'id': 206850, 'name': 'canuxploitation'}]",8000000,0.0,Romance,Andrew Currie,flop
"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others. [{'id': 549, 'name': 'prostitute'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1859, 'name': 'arizona'}, {'id': 3256, 'name': 'infant'}, {'id': 10718, 'name': 'fugitive'}, {'id': 13005, 'name': 'doctor'}, {'id': 18034, 'name': 'desert'}, {'id': 33600, 'name': 'stagecoach'}, {'id': 155291, 'name': 'cowboy'}, {'id': 156104, 'name': 'stranger'}, {'id': 162722, 'name': 'indian attack'}, {'id': 184692, 'name': 'cowboys and indians'}, {'id': 188907, 'name': 'street shootout'}, {'id': 188924, 'name': 'outlaw gang'}, {'id': 196630, 'name': 'ostracism'}, {'id': 219945, 'name': 'calvary'}, {'id': 234193, 'name': 'drunkard'}, {'id': 234253, 'name': 'outcasts'}]",531374,0.0,Adventure,John Ford,flop
"Thousands of activists arrive in Seattle, Washington in masses to protest the WTO Ministerial Conference of 1999 (World Trade Organization). Although it began as a peaceful protest with a goal of stopping the WTO talks, it escalated into a full-scale riot and eventually, a State of Emergency that pitted protesters against the Seattle Police Department and the National Guard. ",8000000,0.0,Action,Stuart Townsend,flop
"Rachel Keller must prevent evil Samara from taking possession of her son's soul. [{'id': 745, 'name': 'nun'}, {'id': 818, 'name': 'based on novel'}, {'id': 2565, 'name': 'bath tub'}, {'id': 3030, 'name': 'nightmare'}, {'id': 5153, 'name': 'son'}, {'id': 9663, 'name': 'sequel'}, {'id': 9714, 'name': 'remake'}, {'id': 10629, 'name': 'vision'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 11289, 'name': 'woman reporter'}, {'id': 11857, 'name': 'mental institution'}, {'id': 177185, 'name': 'videotape'}, {'id': 177201, 'name': 'evil child'}]",50000000,0.0,Drama,Hideo Nakata,hit
"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The temple of the Golden Pavilion, Kyoko's House, and Ranaway Horses. The last part depicts the events of 25th November 1970. [{'id': 236, 'name': 'suicide'}, {'id': 907, 'name': 'japanese'}, {'id': 1284, 'name': 'identity'}, {'id': 1627, 'name': 'patriotism'}, {'id': 1628, 'name': 'nationalism'}, {'id': 6285, 'name': ""coup d'etat""}, {'id': 10818, 'name': 'author'}, {'id': 14893, 'name': 'art'}]",5000000,0.0,Drama,Paul Schrader,flop
"A young, aspiring filmmaker falls in love with a girl who moves into the house above his, but her sophisticated nature does more harm than good to him. ",3000000,0.0,Drama,Gautham Vasudev Menon,below average
"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance. [{'id': 6731, 'name': 'british'}, {'id': 10364, 'name': 'mission'}, {'id': 10590, 'name': 'oil'}, {'id': 41185, 'name': 'heiress'}, {'id': 41188, 'name': 'bilbao spain'}, {'id': 156095, 'name': 'british secret service'}]",135000000,0.0,Adventure,Michael Apted,hit
"The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, causing the town's suspicion and hostility to be ignited. McLeod inculcates in his protege a love of justice and freedom from prejudice which sustains him beyond the end of the film. [{'id': 1328, 'name': 'secret'}, {'id': 3301, 'name': 'suspicion'}, {'id': 3868, 'name': 'face transplant'}, {'id': 6054, 'name': 'friendship'}, {'id': 6271, 'name': 'boarding school'}, {'id': 9673, 'name': 'love'}]",0,0.0,Drama,Mel Gibson,below average
"An idyllic sci-fi future has one major drawback: All citizens get a chance of being 'renewed' in a Civic Ceremony at their 30th birthday, unless they run and escape before their time comes. [{'id': 293, 'name': 'female nudity'}, {'id': 1373, 'name': 'killer robot'}, {'id': 2483, 'name': 'nudity'}, {'id': 3469, 'name': 'utopia'}, {'id': 3822, 'name': 'teleportation'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4585, 'name': 'plastic surgery'}, {'id': 10685, 'name': 'escape'}, {'id': 10718, 'name': 'fugitive'}, {'id': 14544, 'name': 'robot'}, {'id': 157263, 'name': 'domed city'}, {'id': 162988, 'name': 'dystopic future'}, {'id': 178712, 'name': 'totalitarianism'}, {'id': 208085, 'name': 'population control'}]",9000000,0.0,Adventure,Michael Anderson,average
"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse. [{'id': 383, 'name': 'poker'}, {'id': 395, 'name': 'gambling'}, {'id': 642, 'name': 'robbery'}, {'id': 818, 'name': 'based on novel'}, {'id': 2708, 'name': 'hitman'}, {'id': 3681, 'name': 'economy'}, {'id': 9826, 'name': 'murder'}, {'id': 11221, 'name': 'blood'}, {'id': 11503, 'name': 'hit'}, {'id': 11578, 'name': 'mobster'}, {'id': 13142, 'name': 'gangster'}, {'id': 15009, 'name': 'criminal'}]",15000000,0.0,Crime,Andrew Dominik,average
"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's. [{'id': 236, 'name': 'suicide'}, {'id': 502, 'name': 'ambush'}, {'id': 797, 'name': 'showdown'}, {'id': 1562, 'name': 'hostage'}, {'id': 2052, 'name': 'traitor'}, {'id': 2547, 'name': 'new identity'}, {'id': 2708, 'name': 'hitman'}, {'id': 3581, 'name': 'witness'}, {'id': 4009, 'name': 'witness protection'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 9758, 'name': 'deception'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10202, 'name': 'treason'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 11207, 'name': 'u.s. marshal'}, {'id': 12371, 'name': 'gunfight'}, {'id': 13008, 'name': 'train'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 15246, 'name': 'sabotage'}, {'id': 156334, 'name': 'corporate crime'}, {'id': 176802, 'name': 'rogue agent'}, {'id': 191600, 'name': 'assassination attempt'}, {'id': 228607, 'name': 'x-ray vision'}, {'id': 228610, 'name': 'railgun'}]",100000000,0.0,Action,Chuck Russell,hit
"A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents. [{'id': 237, 'name': 'gay'}, {'id': 824, 'name': 'drag queen'}, {'id': 1013, 'name': 'homophobia'}, {'id': 1196, 'name': 'florida'}, {'id': 1862, 'name': 'coming out'}, {'id': 2944, 'name': 'senator'}, {'id': 6083, 'name': 'politician'}, {'id': 158718, 'name': 'lgbt'}, {'id': 201554, 'name': 'crossdressing'}, {'id': 210608, 'name': '1990s'}]",31000000,0.0,Comedy,Mike Nichols,hit
"The everyday struggles of people trying to bridge two cultures, as well as their attempt to find happiness in their new homeland. Tere (Cherrie Pie Picache), mid-forties and single, hosts a dinner for a friend visiting from Manila, Lorna. Invited are their New York City-based friends and former college classmates -- Mike (Christopher De Leon), a newspaper editor in his forties, Gerry (Ricky Davao), an advertising copywriter and closeted gay, and Marissa (Dina Bonnevie). [{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]",344,0.0,Comedy,Laurice Guillen,flop
"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life. ",21000000,0.0,Romance,Brad Silberling,below average
"Officer Alex Kearney patrols an upscale neighborhood in Philadelphia, where he pulls over a well-connected white collar executive who promises to get even with the policeman. Soon, Kearney learns that he is off the cushy suburban beat and must now work in the deadliest precinct in Philly, where he is partnered with tough veteran cop Dennis Curran. Tensions are high between them, but Kearney soon proves he can play just as rough as the crooks. ",0,0.0,Action,Richard Benjamin,flop
"Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre. [{'id': 1394, 'name': 'gladiator'}, {'id': 1405, 'name': 'roman empire'}, {'id': 1527, 'name': 'gladiator fight'}, {'id': 2831, 'name': 'slavery'}, {'id': 3074, 'name': 'insurgence'}, {'id': 5049, 'name': 'ancient rome'}, {'id': 13006, 'name': 'torture'}, {'id': 14704, 'name': 'ancient world'}, {'id': 14906, 'name': 'slave'}, {'id': 187340, 'name': 'escaped slave'}, {'id': 194576, 'name': 'julius caesar'}]",12000000,0.0,Action,Stanley Kubrick,above average
"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster. [{'id': 833, 'name': 'white house'}, {'id': 41249, 'name': 'secret service'}, {'id': 158774, 'name': 'terrorist attack'}]",70000000,0.0,Action,Antoine Fuqua,hit
"Evicted from his squat and suddenly alone on the streets, George is a man without a home. Struggling with his demons and desperately trying to connect with the daughter he abandoned, he navigates the system, hustling for change and somewhere safe and quiet to gather his thoughts. But the streets are relentless and soon, George finds himself teetering on the edge, alone and abandoned. [{'id': 242, 'name': 'new york'}]",0,0.0,Drama,Oren Moverman,flop
"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him. [{'id': 1338, 'name': 'bachelor'}, {'id': 1594, 'name': 'ex-boyfriend'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 1596, 'name': 'anonymous letter'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 1735, 'name': 'amateur detective'}, {'id': 1737, 'name': 'it-expert'}, {'id': 2735, 'name': 'veterinarian'}, {'id': 6059, 'name': 'unsociability'}, {'id': 10183, 'name': 'independent film'}]",10000000,0.0,Comedy,Jim Jarmusch,average
"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party. [{'id': 1668, 'name': 'hawaii'}, {'id': 13027, 'name': 'wedding'}, {'id': 178923, 'name': 'wedding date'}]",33000000,0.0,Comedy,Jake Szymanski,above average
