id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
2202,7000000.0,tt2224004,en,Sweetwater,"In the late 1800s, a fanatical religious leader, a renegade Sheriff, and a former prostitute collide in a blood triangle on the rugged plains of the New Mexico Territory.",5.799861,2013-01-24,95.0,Released,Revenge is Sweet.,Sweetwater,6147,"Western, Thriller","new mexico, love, revenge, murder, religious fanatic","Ed Harris, January Jones, Jason Isaacs",Logan Miller,"Kickstart Productions, Mythic International Entertainment, Raindance Entertainment",United States of America,English,
2203,70000000.0,tt4624424,en,Storks,"Storks deliver babies‚Ä¶or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company‚Äôs top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",12.687521,2016-09-22,87.0,Released,,Storks,182379278,"Adventure, Animation, Comedy, Family","baby, stork, 3d","Andy Samberg, Katie Crown, Kelsey Grammer","Doug Sweetland, Nicholas Stoller","Warner Bros. Animation, Warner Bros., Warner Animation Group, RatPac-Dune Entertainment",United States of America,English,
2204,16000000.0,tt1229360,en,It Might Get Loud,"A documentary on the electric guitar from the point of view of three significant rock musicians: the Edge, Jimmy Page and Jack White.",4.857726,2009-08-14,97.0,Released,,It Might Get Loud,1896244,"Documentary, Music","led zeppelin, twin towers, rockumentary, music documentary","Jimmy Page, The Edge, Jack White",Davis Guggenheim,,United States of America,English,
2205,40000000.0,tt0450405,en,Cirque du Freak: The Vampire's Assistant,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to Cirque du Freak where they see many strange acts including a wolf-man and a bearded lady",10.829432,2009-10-23,109.0,Released,Meet Darren. He's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,28169671,"Adventure, Fantasy, Action, Thriller","vampire, spider, wolfman, stew, best friend, antidote, based on young adult novel","John C. Reilly, Josh Hutcherson, Chris Massoglia",Paul Weitz,Universal Pictures,United States of America,English,
2206,6500000.0,tt0375679,en,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",9.785147,2004-01-13,112.0,Released,You think you know who you are. You have no idea.,Crash,98410061,Drama,"race politics, daughter, installer, police, fall, car crash, racism, los angeles, bigotry, social services, collision","Sandra Bullock, Don Cheadle, Matt Dillon",Paul Haggis,"Lionsgate, Blackfriars Bridge Films, Yari Film Group, Bob Yari Productions, ApolloProScreen Filmproduktion, Bull's Eye Entertainment, DEJ Productions, Harris Company","Germany, United States of America","English, فارسی, Español, 普通话, 한국어/조선말",
2207,20000000.0,tt0124879,en,Simon Birch,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",2.651408,1998-09-11,114.0,Released,Destiny has big plans for little Simon Birch.,Simon Birch,18253415,"Comedy, Drama, Family",illegitimate son,"Ashley Judd, Ian Michael Smith, Joseph Mazzello",Mark Steven Johnson,"Caravan Pictures, Hollywood Pictures",United States of America,English,
2208,65000000.0,tt0100802,en,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",12.954444,1990-06-01,113.0,Released,"They stole his mind, now he wants it back.",Total Recall,261317921,"Action, Adventure, Science Fiction","oxygen, falsely accused, resistance, mars, double life, telepathy, mutant, hologram, space colony, false identity, secret agent, dystopia, cyberpunk, false memory, implanted memory","Arnold Schwarzenegger, Sharon Stone, Rachel Ticotin",Paul Verhoeven,"TriStar Pictures, Carolco Pictures, Carolco International N.V.",United States of America,English,
2209,16000000.0,tt0099399,en,Delta Force 2: The Colombian Connection,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",7.007739,1990-08-24,111.0,Released,Norris and the force are back,Delta Force 2: The Colombian Connection,6698361,"Action, Adventure","secret mission, delta force, drug cartel, gun battle","Chuck Norris, Billy Drago, John P. Ryan",Aaron Norris,"Cannon Group, Metro-Goldwyn-Mayer (MGM)",United States of America,"English, Français",The Delta Force Collection
2210,300000000.0,tt0449088,en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",31.363664,2007-05-19,169.0,Released,"At the end of the world, the adventure begins.",Pirates of the Caribbean: At World's End,961000000,"Adventure, Fantasy, Action","ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger","Johnny Depp, Orlando Bloom, Keira Knightley",Gore Verbinski,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,English,Pirates of the Caribbean Collection
2211,16000000.0,tt0449851,en,La Doublure,"Caught by tabloid paparazzi with his mistress Elena, a famous and beautiful fashion model, billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man, one Fran√ßois Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing, Elena has to move in with Pignon.",7.696023,2006-03-29,85.0,Released,,The Valet,29326868,Comedy,"paris, adultery, louvre, supermodel, belleville, valet, couple","Gad Elmaleh, Alice Taglioni, Daniel Auteuil",Francis Veber,"Gaumont, TF1 Films Production, EFVE, Kairos",France,Français,
2212,2200000.0,tt0066011,en,Love Story,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",6.127903,1970-12-16,99.0,Released,Love means never having to say you're sorry,Love Story,136400000,"Drama, Romance","based on novel, harvard university, college, drama, cancer, tragic love, class differences, string ensemble, telephone box, lapsed catholic, trying to get pregnant, snow angel, rich man - poor woman","Ali MacGraw, Ryan O'Neal, John Marley",Arthur Hiller,Paramount Pictures,United States of America,"English, Español",
2213,20000000.0,tt1592525,en,Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",8.772263,2012-04-12,95.0,Released,Take no prisoners.,Lockout,32204030,"Action, Thriller, Science Fiction","usa president, anti hero, dementia, future, space, convict, interrogation, space station, collision in space, year 2079","Guy Pearce, Maggie Grace, Joseph Gilgun","Stephen St. Leger, James Mather","Canal+, EuropaCorp, Ciné+",France,English,
2214,8272296.0,tt0185125,es,Todo sobre mi madre,"A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had.",10.000915,1999-04-19,101.0,Released,Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.,All About My Mother,67872296,"Comedy, Drama","barcelona spain, transvestism, transsexuality, drug abuse, transplantation, madrid, birthday, autograph, actress, friend","Cecilia Roth, Marisa Paredes, Penélope Cruz",Pedro Almod√≥var,"Renn Productions, France 2 Cinéma","Spain, France",Español,
2215,15000000.0,tt0462200,en,Black Snake Moan,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",7.050403,2006-12-08,116.0,Released,To save his soul he must save hers.,Black Snake Moan,10903846,Drama,"southern usa, blues, military service, independent film","Samuel L. Jackson, Christina Ricci, Justin Timberlake",Craig Brewer,Paramount Classics,United States of America,"Český, English",
2216,38000000.0,tt1055292,en,Life As We Know It,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",7.824962,2010-10-02,114.0,Released,A comedy about taking it one step at a time.,Life As We Know It,105610124,"Comedy, Romance, Drama","baby, godmother, death of a friend, romantic comedy, parenthood, orphan, godfather, co-parenting, legal guardian","Katherine Heigl, Josh Duhamel, Josh Lucas",Greg Berlanti,"Josephson Entertainment, Gold Circle Films",United States of America,English,
2217,8000000.0,tt2401878,en,Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,10.428421,2015-12-30,90.0,Released,,Anomalisa,5659286,"Animation, Comedy, Drama, Romance","sex, depression, existentialism","David Thewlis, Jennifer Jason Leigh, Tom Noonan","Duke Johnson, Charlie Kaufman",Starburns Industries,United States of America,English,
2218,40000000.0,tt2203939,en,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",9.389354,2014-04-16,109.0,Released,The oddest friends are about to get even,The Other Woman,196781193,"Comedy, Romance","infidelity, revenge, unfaithful boyfriend, woman, sitting on a toilet, public toilet, marital infidelity, laxative, unfaithful husband","Cameron Diaz, Leslie Mann, Kate Upton",Nick Cassavetes,"Twentieth Century Fox Film Corporation, LBI Productions",United States of America,English,
2219,8700000.0,tt0405296,en,A Scanner Darkly,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,11.643026,2006-05-25,100.0,Released,Everything Is Not Going To Be OK,A Scanner Darkly,7659918,"Animation, Science Fiction, Thriller","california, detective, based on novel, dream, undercover, cocaine, brain, exam, future, test, dystopia, assignment, cyberpunk, drug, surveillance, totalitarian, corporation, substance, schizophrenic, condition, neo-noir","Keanu Reeves, Winona Ryder, Woody Harrelson",Richard Linklater,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions",United States of America,English,
2220,3000000.0,tt1232776,en,Fish Tank,Everything changes for 15 year old Mia when her mum brings home a new boyfriend.,6.070216,2009-05-14,123.0,Released,"Live, love and give as good as you get.",Fish Tank,2357852,Drama,"dancing, mother, alcohol, sex, adultery, fight, nudity, sister, friendship, party, independent film, school, essex, teenager, theft, violence, apartment, estate, boyfriend, teenage rebellion, voyeur, woman director, aggressive","Katie Jarvis, Michael Fassbender, Kierston Wareing",Andrea Arnold,"BBC Films, Kasander Film Company, ContentFilm, UK Film Council","United Kingdom, Netherlands",English,
2221,7000000.0,tt1405810,it,Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",5.633243,2010-02-12,110.0,Released,,Loose Cannons,8220215,"Comedy, Drama, Romance",,"Nicole Grimaudo, Riccardo Scamarcio, Alessandro Preziosi",Ferzan Ozpetek,Fandango,Italy,Italiano,
2222,5000000.0,tt0914797,en,Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",3.334353,2008-08-06,110.0,Released,"Based on a true story of love, victory, and fermentation",Bottle Shock,4040588,"Comedy, Drama","wine garden, wine, winzer","Alan Rickman, Chris Pine, Bill Pullman",Randall Miller,"Zininsa Film Production, Intellectual Properties Worldwide",United States of America,"Français, English, Deutsch",
2223,15000000.0,tt0077416,en,The Deer Hunter,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",7.729445,1978-12-08,183.0,Released,One of the most important and powerful films of all time!,The Deer Hunter,50000000,"Drama, War","vietnam veteran, pennsylvania, vietnam, party, escape, friend, viet cong, pittsburgh steelers","Robert De Niro, John Cazale, John Savage",Michael Cimino,"Universal Pictures, EMI Films Ltd.","United Kingdom, United States of America","English, Français, Pусский, Tiếng Việt",
2224,10000000.0,tt0160862,en,She's All That,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",7.064982,1999-01-29,95.0,Released,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,103166989,"Comedy, Romance","tv star, jeep, volleyball, misfit, teen angst, house party, teen movie, teenager, avant-garde, popularity, little people, high school student, young love, prom queen, pygmalion, clown makeup, performance art, beatboxing, self expression, tripping, pool cleaner","Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard",Robert Iscove,"Miramax Films, Tapestry Films, FilmColony",United States of America,English,
2225,16000000.0,tt0048473,bn,পথের পাঁচালী,"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",3.900709,1955-08-26,125.0,Released,,Pather Panchali,536364,Drama,"robbery, move, monsoon, difficult childhood, dying and death, misery, priest, teacher, writer, railroad, unemployment, help","Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi",Satyajit Ray,Government of West Bengal,India,বাংলা,The Apu Collection
2226,2000000.0,tt0039416,en,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,6.857318,1947-11-11,118.0,Released,,Gentleman's Agreement,7800000,"Drama, Romance","anti semitism, soldier","Gregory Peck, Dorothy McGuire, John Garfield",Elia Kazan,Twentieth Century Fox Film Corporation,United States of America,English,
2227,200000.0,tt0006333,en,"20,000 Leagues Under the Sea","Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.",0.917777,2016-12-24,105.0,Released,The First Submarine Photoplay Ever Filmed,"20,000 Leagues Under the Sea",8000000,"Adventure, Drama, Action, Science Fiction","revenge, science fiction","Lois Alexander, Curtis Benton, Wallace Clarke",Stuart Paton,The Universal Film Mfg. Co.,"Bahamas, United States of America",English,
2228,85000000.0,tt1013752,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",1.498902,2009-04-02,107.0,Released,New Model. Original Parts.,Fast & Furious,363164265,"Action, Crime, Drama, Thriller","gambling, brother sister relationship, ex-lover, fast, cops, street race, car crash, fast cars, car, automobile racing","Vin Diesel, Paul Walker, Michelle Rodriguez",Justin Lin,"Universal Pictures, Original Film, One Race Productions, Dentsu Inc., Relativity Media",United States of America,English,The Fast and the Furious Collection
2229,12000000.0,tt0120679,en,Frida,"Frida chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",11.283472,2002-08-29,123.0,Released,Prepare to be seduced,Frida,56298474,"Drama, Romance","painter, love of one's life, disabled, woman director","Salma Hayek, Alfred Molina, M√≠a Maestro",Julie Taymor,"Miramax Films, Lions Gate Films, Ventanarosa Productions, Handprint Entertainment","Mexico, United States of America, Canada","English, Français, Pусский",
2230,16000000.0,tt0091706,en,Out of Bounds,"Farm boy Daryl Cage's parents ship him off to the big city to live with his brother, hoping he will have a better life there. After a baggage mixup at the airport, Daryl finds himself in possession of a drug cache, which a ruthless drug dealer wants back. The dealer murders Daryl's brother and the small town boy ends up all alone in the big city, being pursued by both the drug dealer and the police, who suspect him of the murder.",0.779829,1986-07-25,93.0,Released,Eighteen years on an Iowa farm never prepared him for a summer in L.A.,Out of Bounds,5099316,"Drama, Action, Crime, Thriller","airport, bus, iowa, new orleans, heroin, chase, police, smuggling, car set on fire, murder, shootout, fish out of water, hollywood, los angeles, drug, framed, car chase, drug lord, knife throwing, hollywood sign, docks","Anthony Michael Hall, Glynn Turman, Jenny Wright",Richard Tuggle,"Columbia Pictures Corporation, Delphi V Productions, Fries Entertainment, Fogbound Productions",United States of America,English,
2231,2160000.0,tt0038213,en,The Valley of Decision,"Mary Rafferty comes from a poor family of steel mill workers in 19th Century Pittsburgh. Her family objects when she goes to work as a maid for the wealthy Scott family which controls the mill. Mary catches the attention of handsome scion Paul Scott, but their romance is complicated by Paul's engagement to someone else and a bitter strike among the mill workers.",0.230534,1945-06-01,119.0,Released,,The Valley of Decision,9132000,Drama,,"Greer Garson, Gregory Peck, Donald Crisp",Tay Garnett,Metro-Goldwyn-Mayer (MGM),United States of America,English,
2232,15000000.0,tt0805570,en,The Midnight Meat Train,"The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business. When Maya contacts their friend Jurgis, he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff; she analyzes Leon's work and asks him to improve the quality of his photos. During the night, the upset Leon decides to wander on the streets taking pictures with his camera, and he follows three punks down to the subway station; when the gang attacks a young woman, Leon defends her and the guys move on. On the next morning, Leon discovers that the woman is missing. He goes to the police station, but Detective Lynn Hadley does not give much attention to him and discredits his statement. Leon becomes obsessed to find what happened with the stranger and he watches the subway station. When he sees the elegant butcher Mahogany in the train, Leon believes he might be a murderer and stalks him everywhere, in the beginning of his journey to the darkness.",13.389735,2008-08-07,98.0,Released,The most terrifying ride you'll ever take,The Midnight Meat Train,3533227,"Mystery, Drama, Crime, Thriller, Horror","photographer, butcher, vegetarian, midnight, blood splatter, gore, stalking, diner, decapitation, blood, violence, subway train, very little dialogue","Bradley Cooper, Vinnie Jones, Brooke Shields",Ry√ªhei Kitamura,"Lions Gate Films, Lakeshore Entertainment, GreeneStreet Films, Midnight Picture Show",United States of America,"English, Français",
2233,21000000.0,tt0112571,en,Boys on the Side,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Robin's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",3.030309,1995-02-03,115.0,Released,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",Boys on the Side,23450000,"Comedy, Drama","aids, roommate, homicide, car journey, friendship, friends, homosexuality, escape, road movie","Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore",Herbert Ross,"Regency Enterprises, Alcor Films, Canal+, New Regency Pictures, Hera Productions","France, United States of America",English,
2234,30000000.0,tt1385867,en,Cop Out,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites ‚Äì especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time, and without any backup ‚Äì except for each other.",14.313079,2010-02-26,107.0,Released,Rock out with your Glock out,Cop Out,55583804,"Action, Comedy, Crime","new york, money laundering, daughter, police, undercover cop, locked in trunk of car, baseball card, wedding, police officer, duringcreditsstinger","Bruce Willis, Tracy Morgan, Juan Carlos Hern√°ndez",Kevin Smith,Warner Bros.,United States of America,"English, Español",
2235,9000000.0,tt1185344,en,Princess Kaiulani,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.",1.818296,2010-05-14,130.0,Released,Her heart was torn between love and the future of Hawaii...,Princess Kaiulani,771499,Drama,"biography, historical figure, princess, drama, based on true story","Q'orianka Kilcher, Barry Pepper, Will Patton",Marc Forby,"Island Film Group, Trailblazer Films, Screen East",United States of America,English,
2236,12000000.0,tt0086969,en,Birdy,"Two young men are seriously affected by the Vietnam war. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?",16.243093,1984-12-14,120.0,Released,,Birdy,1400000,"Drama, History","lunatic asylum, vietnam war","Matthew Modine, Nicolas Cage, John Harkins",Alan Parker,TriStar Pictures,United States of America,English,
2237,16000000.0,tt1424432,en,Senna,"Senna's remarkable story, charting his physical and spiritual achievments on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later.",11.331859,2010-10-07,106.0,Released,The legend of the greatest driver who ever lived.,Senna,8212430,Documentary,"brazilian, career, legend, champion, sport, rivalry, racing, death, teammate, driver, formula one","Ayrton Senna, Alain Prost, Frank Williams",Asif Kapadia,"Universal Pictures, StudioCanal, Midfield Films, Working Title Films","France, United Kingdom","Português, English, Français, 日本語",
2238,1000000.0,tt0108041,en,Sankofa,"A self-absorbed Black American fashion model on a photo shoot in Africa is spiritually transported back to a plantation in the West Indies where she experiences first-hand the physical and psychic horrors of chattel slavery, and eventually the redemptive power of community and rebellion as she becomes a member of a freedom-seeking Maroon colony.",0.04586,1993-05-28,124.0,Released,,Sankofa,2691899,Drama,"africa, slavery, freedom, drama, african american","Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah",Haile Gerima,"Channel Four Films, Westdeutscher Rundfunk (WDR), Norddeutscher Rundfunk (NDR), Mypheduh Films, Diproci, Negod-Gwad Productions, Ghana National Commission on Culture","Burkina Faso, Germany, Ghana, United Kingdom, United States of America",English,
2239,23000000.0,tt0100680,en,Stanley & Iris,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",1.914881,1990-02-09,104.0,Released,Some people need love spelled out for them.,Stanley & Iris,5820015,"Drama, Romance","cook, education, widow, bakery, love, tutoring","Jane Fonda, Robert De Niro, Swoosie Kurtz",Martin Ritt,"Star Partners II Ltd., Metro-Goldwyn-Mayer (MGM)",United States of America,English,
2240,19500000.0,tt1833673,hi,धूम ३,"To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case.",5.326716,2013-12-18,172.0,Released,,Dhoom 3,91000000,"Action, Crime, Thriller","circus, bank robber, sequel, heist, bank heist, motorcycle chase","Aamir Khan, Katrina Kaif, Abhishek Bachchan",Vijay Krishna Acharya,Yash Raj Films,India,हिन्दी,Dhoom Series
2241,2000000.0,tt1242432,en,I Spit on Your Grave,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",12.805294,2010-06-17,108.0,Released,It's Date Night,I Spit on Your Grave,572809,"Thriller, Crime, Horror","rape, fondling, revenge, writer, strangulation, female writer, garden shears, rape and revenge","Sarah Butler, Daniel Franzese, Chad Lindberg",Steven R. Monroe,"Anchor Bay Films, Cinetel Films, Family of the Year Productions",United States of America,English,I Spit on Your Grave Collection
2242,12000000.0,tt0061452,en,Casino Royale,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",13.300519,1967-04-13,131.0,Released,Casino Royale is too much for one James Bond!,Casino Royale,41744718,"Adventure, Action, Comedy","scotland, casino, queen, intelligence, stutter","David Niven, Peter Sellers, Ursula Andress","John Huston, Robert Parrish, Val Guest, Joseph McGrath, Ken Hughes","Columbia Pictures Corporation, Famous Artists Productions","United Kingdom, United States of America","日本語, English, Français, , Deutsch",James Bond Collection
2243,40000000.0,tt1790885,en,Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",9.649303,2012-12-19,157.0,Released,The Greatest Manhunt in History,Zero Dark Thirty,132820716,"Thriller, Drama, History","assassination, cia, hotel, terrorist, prisoner, car dealer, mossad, van, iraq, pakistan, osama bin laden, man hunt, navy seal, f word, female protagonist, gunfight, raid, violence, text message, monkey, dog, special forces, tied up, military, area 51, terrorist group, torturing, woman director, al qaeda, prison camp, water torture, suicide bombing, 21st century, ex special forces, post 9/11, helicopter crash, islamabad","Jessica Chastain, Jason Clarke, Mark Strong",Kathryn Bigelow,"Columbia Pictures, Annapurna Pictures, First Light Production",United States of America,"English, العربية",
2244,19000000.0,tt0098273,en,Sea of Love,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",9.801967,1989-09-15,113.0,Released,Deception is dangerous. Desire is deadly.,Sea of Love,110879513,"Drama, Crime, Mystery","new york, alcohol, sex, detective, newspaper, nudity, suspect, police, murder, suspense, serial killer, neo-noir","Al Pacino, Ellen Barkin, John Goodman",Harold Becker,Universal Pictures Corporation,United States of America,English,
2245,15000000.0,tt0416320,en,Match Point,"Match Point is Woody Allen‚Äôs satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",9.020372,2005-10-26,124.0,Released,Passion Temptation Obsession,Match Point,85306374,"Drama, Thriller, Crime, Romance","love triangle, london england, upper class, adultery, tennis, river thames, love, wealth, lust, instructor, gold digger, social climbing, actress","Jonathan Rhys Meyers, Scarlett Johansson, Emily Mortimer",Woody Allen,DreamWorks,"Ireland, Luxembourg, Russia, United Kingdom, United States of America",English,
2246,25000000.0,tt0265208,en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",13.083718,2004-04-09,108.0,Released,Matt never saw her coming... but all his friends had!,The Girl Next Door,30411183,Comedy,"porn actor, pornographic video, high school, school party, blonde, girl next door","Emile Hirsch, Elisha Cuthbert, Timothy Olyphant",Luke Greenfield,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Daybreak",United States of America,English,
